Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,15/06/2019 09:35,FALSE,Woking Running,1.94,154,00:14:19,136,156,2.2,146,160,07:22,05:18,--,--,0.98,10.9,10.5,312,51.1% L / 48.9% R,0,0,0,14:19,00:00,0,00:00,No,01:07.3,4,0
Running,15/06/2019 09:06,FALSE,Woking Running,5.01,331,00:25:13,154,170,3.6,157,184,05:02,03:48,--,--,1.24,9.1,11.5,273,50.4% L / 49.6% R,0,0,0,25:13:00,00:00,0,00:00,No,00:02.7,6,0
Running,15/06/2019 08:17,FALSE,Woking Running,2.4,147,00:14:39,132,151,2.3,146,219,06:06,03:22,9,--,1.14,9,9.9,327,50.3% L / 49.7% R,0,0,0,14:39,00:00,0,00:00,No,00:02.2,19,0
Running,09/06/2019 10:54,FALSE,Woking Running,3.92,271,00:28:19,133,158,2.6,145,256,07:13,03:07,7,2,1.21,8.4,8.6,344,50.3% L / 49.7% R,0,0,0,28:19:00,00:00,0,00:00,No,00:30.0,42,0
Running,08/06/2019 09:33,FALSE,Woking Running,1.76,138,00:15:14,128,144,1.7,147,165,08:41,06:01,1,--,0.8,12.3,9.8,318,51.2% L / 48.8% R,0,0,0,15:14,00:00,0,00:00,No,06:45.8,2,0
Running,08/06/2019 09:05,FALSE,Woking Running,5.01,330,00:25:28,152,166,3.6,158,196,05:05,04:12,--,--,1.22,9,11.2,270,50.3% L / 49.7% R,0,0,0,25:28:00,00:00,0,00:00,No,00:03.3,6,0
Running,08/06/2019 08:09,FALSE,Woking Running,2.47,154,00:14:34,138,157,2.4,149,215,05:54,03:31,10,11,1.22,8.2,9.1,325,50.5% L / 49.5% R,0,0,0,14:34,00:00,0,00:00,No,00:30.0,18,0
Running,31/05/2019 09:03,FALSE,La Faute-sur-Mer Running,7.04,499,00:39:07,148,164,3.9,154,177,05:34,03:54,4,3,1.17,10.1,12.1,276,50.5% L / 49.5% R,0,0,0,39:07:00,00:00,0,00:00,No,00:42.7,8,0
Running,30/05/2019 09:21,FALSE,La Faute-sur-Mer Running,6.02,408,00:32:17,145,166,3.4,156,166,05:22,04:36,--,--,1.19,0,0,--,--,0,0,0,32:17:00,00:00,0,00:00,No,00:02.0,8,0
Running,29/05/2019 09:46,FALSE,La Tranche-sur-Mer Running,5.38,376,00:29:17,145,164,3.4,156,175,05:27,04:38,--,--,1.18,9.6,11.6,273,50.4% L / 49.6% R,0,0,0,29:17:00,00:00,0,00:00,No,01:47.8,6,0
Running,28/05/2019 08:50,FALSE,La Tranche-sur-Mer Running,5.1,312,00:28:18,132,159,3,154,207,05:33,04:05,6,5,1.16,9.6,11.2,283,50.6% L / 49.4% R,0,0,0,28:18:00,00:00,0,00:00,No,00:25.9,6,0
Running,27/05/2019 10:18,FALSE,La Tranche-sur-Mer Running,5.01,309,00:27:03,136,153,3,156,167,05:24,04:50,3,2,1.17,9.7,11.5,275,50.8% L / 49.2% R,0,0,0,27:03:00,00:00,0,00:00,No,00:04.4,6,0
Running,26/05/2019 19:23,FALSE,La Tranche-sur-Mer Running,3.3,207,00:21:36,123,144,2.2,147,158,06:33,04:47,9,4,1.07,10.3,11,311,50.8% L / 49.2% R,0,0,0,21:36,00:00,0,00:00,No,01:57.5,4,0
Running,19/05/2019 17:35,FALSE,Woking Running,5.95,391,00:39:35,138,164,3.1,146,226,06:39,03:13,13,6,1.27,9,9.7,321,50.7% L / 49.3% R,0,0,0,39:35:00,00:00,0,00:00,No,00:30.0,44,0
Running,11/05/2019 09:31,FALSE,Woking Running,1.06,84,08:02.6,133,146,1.9,151,183,07:33,05:02,--,--,0.89,11.8,10.3,309,51.2% L / 48.8% R,0,0,0,08:02.6,00:00,0,00:00,No,00:32.1,2,0
Running,11/05/2019 09:03,FALSE,Woking Running,5.01,334,00:24:55,156,168,3.7,159,197,04:58,04:09,1,--,1.24,8.9,11.2,266,50.8% L / 49.2% R,0,0,0,24:55:00,00:00,0,00:00,No,00:03.2,6,0
Running,11/05/2019 08:11,FALSE,Woking Running,2.39,167,00:14:30,139,157,2.5,148,185,06:04,03:29,11,11,1.16,8.4,9.3,318,50.6% L / 49.4% R,0,0,0,14:30,00:00,0,00:00,No,00:30.0,18,0
Running,01/05/2019 13:43,FALSE,Woking Running,3.91,230,00:26:16,128,163,2.2,155,224,06:43,03:01,2,9,0.96,0,0,--,--,0,0,0,26:16:00,00:00,0,00:00,No,00:30.0,42,0
Running,20/04/2019 09:03,FALSE,Woking Running,5.01,349,00:25:58,159,173,3.8,157,187,05:11,04:15,1,1,1.22,9.2,11.4,274,51.4% L / 48.6% R,0,0,0,25:58:00,00:00,0,00:00,No,00:02.2,6,0
Running,20/04/2019 08:18,FALSE,Woking Running,2.43,140,00:14:11,135,153,2.3,148,179,05:51,03:35,1,8,1.17,9.7,10.4,309,50.8% L / 49.3% R,0,0,0,14:11,00:00,0,00:00,No,00:30.0,18,0
Running,13/04/2019 09:35,FALSE,Solna Running,5.01,343,00:25:30,154,168,3.6,156,184,05:06,03:59,74,74,1.23,9.5,11.9,267,51.3% L / 48.7% R,0,0,0,25:30:00,00:00,0,00:00,No,00:01.9,6,0
Running,06/04/2019 09:34,FALSE,Woking Running,1.06,83,09:05.2,127,134,1.4,148,178,08:32,06:37,--,--,0.79,12.4,9.4,329,50.9% L / 49.1% R,0,0,0,09:05.2,00:00,0,00:00,No,00:31.2,2,0
Running,06/04/2019 09:01,TRUE,Woking Running,5.01,339,00:24:58,156,171,3.7,159,191,04:59,03:45,--,--,1.23,8.3,10.5,275,50.4% L / 49.6% R,0,0,0,24:58:00,00:00,0,00:00,No,00:01.9,6,0
Running,06/04/2019 08:08,FALSE,Woking Running,3.38,224,00:19:53,136,159,2.6,150,202,05:53,03:33,4,1,1.14,8.6,9.8,313,50.4% L / 49.6% R,0,0,0,19:53,00:00,0,00:00,No,00:30.0,19,0
Running,31/03/2019 09:29,FALSE,Woking Running,5.54,414,00:35:03,145,172,3.3,159,230,06:20,03:11,11,13,0.99,0,0,--,--,0,0,0,35:03:00,00:00,0,00:00,No,00:30.0,44,0
Running,30/03/2019 09:04,FALSE,Woking Running,5.01,311,00:23:52,148,187,3.4,160,182,04:46,03:36,--,2,1.31,0,0,--,--,0,0,0,23:52,00:00,0,00:00,No,00:02.2,6,0
Running,30/03/2019 08:05,FALSE,Woking Running,2.63,166,00:16:34,130,159,2.1,156,208,06:18,03:16,1,7,1,0,0,--,--,0,0,0,16:34,00:00,0,00:00,No,00:30.0,18,0
Running,24/03/2019 08:12,FALSE,Woking Running,2.15,177,00:20:46,121,161,2.3,159,194,09:39,03:10,5,--,0.65,0,0,--,--,0,0,0,20:46,00:00,0,00:00,No,00:06.9,19,0
Running,24/03/2019 07:59,FALSE,Woking Running,1.98,127,00:12:22,131,153,2.1,161,250,06:15,03:26,3,7,0.98,0,0,--,--,0,0,0,12:22,00:00,0,00:00,No,00:30.0,18,0
Running,23/03/2019 09:07,FALSE,Woking Running,5.01,272,00:24:13,137,153,2.7,159,188,04:50,03:33,--,--,1.3,0,0,--,--,0,0,0,24:13:00,00:00,0,00:00,No,00:02.0,6,0
Running,23/03/2019 08:09,FALSE,Woking Running,2.62,143,00:14:29,130,151,2.1,159,206,05:31,03:27,--,--,1.14,0,0,--,--,0,0,0,14:29,00:00,0,00:00,No,00:30.0,18,0
Running,17/03/2019 09:39,FALSE,Woking Running,5.07,331,00:33:09,137,152,2.8,159,232,06:33,03:22,8,14,0.96,0,0,--,--,0,0,0,33:09:00,00:00,0,00:00,No,00:30.0,43,0
Running,16/03/2019 09:31,FALSE,Woking - Running,2.01,264,00:18:35,167,181,3.5,144,246,09:16,05:05,1,2,0.75,0,0,--,--,0,0,0,18:35,00:00,0,00:00,No,00:04.2,3,0
Running,16/03/2019 09:04,FALSE,Woking - Running,5.02,353,00:24:39,163,182,3.9,159,182,04:55,03:44,--,--,1.28,0,0,--,--,0,0,0,24:39:00,00:00,0,00:00,No,00:02.8,6,0
Running,16/03/2019 08:04,FALSE,Woking - Running,2.73,180,00:16:50,133,146,2.3,158,194,06:10,03:17,--,6,1.02,0,0,--,--,0,0,0,16:50,00:00,0,00:00,No,00:30.0,18,0
Running,10/03/2019 09:12,FALSE,Woking - Running,5.02,345,00:33:08,135,158,2.7,159,194,06:36,03:31,15,14,0.95,0,0,--,--,0,0,0,33:08:00,00:00,0,00:00,No,00:30.0,43,0
Running,09/03/2019 09:32,FALSE,Woking - Running,2.01,196,00:22:00,125,167,2,140,248,10:57,04:47,1,1,0.65,0,0,--,--,0,0,0,22:00,00:00,0,00:00,No,00:06.3,3,0
Running,09/03/2019 09:05,FALSE,Woking - Running,5.03,307,00:24:29,145,167,3.2,158,186,04:52,04:08,--,--,1.3,0,0,--,--,0,0,0,24:29:00,00:00,0,00:00,No,00:14.0,6,0
Running,09/03/2019 08:10,FALSE,Woking - Running,2.39,156,00:14:33,135,150,2.3,157,184,06:05,03:25,1,8,1.04,0,0,--,--,0,0,0,14:33,00:00,0,00:00,No,00:30.0,18,0
Running,03/03/2019 08:19,FALSE,Woking - Running,4.1,288,00:27:06,137,158,2.8,154,194,06:37,03:18,1,7,0.98,0,0,--,--,0,0,0,27:06:00,00:00,0,00:00,No,00:30.0,42,0
Running,02/03/2019 09:36,FALSE,Woking - Running,2.03,184,00:14:37,150,176,2.5,148,243,07:11,04:59,--,--,0.94,0,0,--,--,0,0,0,14:37,00:00,0,00:00,No,00:16.8,3,0
Running,02/03/2019 09:07,FALSE,Woking - Running,5.01,321,00:24:52,149,167,3.3,157,189,04:58,03:50,--,--,1.28,0,0,--,--,0,0,0,24:52:00,00:00,0,00:00,No,00:03.2,6,0
Running,02/03/2019 08:03,FALSE,Woking - Running,2.66,172,00:16:26,132,159,2.3,158,184,06:11,03:26,9,9,1.01,0,0,--,--,0,0,0,16:26,00:00,0,00:00,No,00:30.0,22,0
Running,01/03/2019 14:13,FALSE,Guildford - Running,1.08,82,00:11:26,98,117,1.2,121,141,10:33,04:42,--,8,0.78,0,0,--,--,0,0,0,11:26,00:00,0,00:00,No,02:42.9,2,0
Running,01/03/2019 12:12,FALSE,Guildford - Running,1.59,111,00:16:23,91,115,1.2,119,162,10:19,07:30,17,--,0.81,0,0,--,--,0,0,0,16:23,00:00,0,00:00,No,06:37.9,2,0
Running,27/02/2019 13:10,FALSE,Guildford - Running,3.2,187,00:32:30,77,93,1.3,119,237,10:09,06:35,14,16,0.83,0,0,--,--,0,0,0,32:30:00,00:00,0,00:00,No,02:36.1,4,0
Running,26/02/2019 18:00,FALSE,Guildford - Running,3.48,180,01:04:03,75,128,1,117,124,18:24,09:04,--,--,0.46,0,0,--,--,0,0,0,01:04:03,00:00,0,00:00,No,09:57.5,4,0
Running,24/02/2019 09:45,FALSE,Woking - Running,3.96,262,00:27:08,132,151,2.4,155,217,06:52,03:26,5,6,0.94,0,0,--,--,0,0,0,27:08:00,00:00,0,00:00,No,00:01.5,45,0
Running,23/02/2019 09:31,FALSE,Woking Running,1.72,153,00:15:24,131,158,2,130,238,08:56,06:40,1,--,0.86,0,0,--,--,0,0,0,15:24,00:00,0,00:00,No,08:53.4,2,0
Running,23/02/2019 09:03,FALSE,Woking Running,5.01,334,00:25:00,153,172,3.4,157,182,05:00,03:44,--,--,1.28,0,0,--,--,0,0,0,25:00:00,00:00,0,00:00,No,04:44.9,6,0
Running,23/02/2019 08:12,FALSE,Woking Running,2.64,197,00:16:20,144,161,2.8,156,184,06:11,03:23,1,--,1.02,0,0,--,--,0,0,0,16:20,00:00,0,00:00,No,00:30.0,22,0
Running,19/02/2019 13:21,FALSE,Guildford Running,4.12,261,00:43:13,71,96,1.3,118,248,10:29,04:38,7,13,0.8,0,0,--,--,0,0,0,43:13:00,00:00,0,00:00,No,09:59.1,5,0
Running,17/02/2019 11:01,FALSE,Woking Running,5.12,352,00:33:40,134,150,2.6,155,199,06:35,03:25,4,10,0.98,0,0,--,--,0,0,0,33:40:00,00:00,0,00:00,No,00:30.0,43,0
Running,16/02/2019 09:09,FALSE,Park run Woking,5.01,303,00:24:39,144,177,3.2,158,208,04:55,03:55,--,--,1.29,0,0,--,--,0,0,0,24:39:00,00:00,0,00:00,No,04:47.1,6,0
Running,16/02/2019 08:15,FALSE,Woking Running,0.58,38,03:07.5,143,154,1.5,157,162,05:23,04:59,--,--,1.18,0,0,--,--,0,0,0,03:07.5,00:00,0,00:00,No,00:00.0,1,0
Running,16/02/2019 08:05,FALSE,Woking Running,1.52,107,09:39.8,138,160,2.1,163,184,06:22,03:25,--,--,0.96,0,0,--,--,0,0,0,09:39.8,00:00,0,00:00,No,00:30.0,20,0
Running,16/02/2019 08:01,FALSE,Woking Running,0.6,30,03:14.8,120,139,1.2,156,175,05:22,04:58,--,7,1.2,0,0,--,--,0,0,0,03:14.8,00:00,0,00:00,No,00:00.0,1,0
Running,16/02/2019 07:57,FALSE,Woking Running,0,--,00:04.3,54,55,1,--,--,--,--,--,--,0,0,0,--,--,0,0,0,00:04.3,00:00,0,00:00,No,00:00.0,1,0
Running,12/02/2019 18:06,FALSE,Guildford Running,2.01,131,00:20:18,74,92,1.3,116,158,10:06,06:38,25,--,0.85,0,0,--,--,0,0,0,20:18,00:00,0,00:00,No,10:00.9,3,0
Running,10/02/2019 15:58,FALSE,Woking Running,5.64,370,00:31:43,141,163,3.2,154,165,05:37,04:27,23,20,1.16,0,0,--,--,0,0,0,31:43:00,00:00,0,00:00,No,05:22.8,6,0
Running,10/02/2019 15:55,FALSE,Running,0,--,00:02.9,60,62,1,--,--,--,--,--,--,0,0,0,--,--,0,0,0,00:02.9,00:00,0,00:00,No,00:00.0,1,0
Running,09/02/2019 12:46,FALSE,Woking Running,2.19,138,00:12:48,133,153,2.2,154,162,05:51,04:59,6,13,1.11,0,0,--,--,0,0,0,12:48,00:00,0,00:00,No,05:34.9,3,0
Running,09/02/2019 09:08,FALSE,Woking Park run,5.11,327,00:25:46,153,172,3.6,157,194,05:03,04:06,--,--,1.26,0,0,--,--,0,0,0,25:46:00,00:00,0,00:00,No,00:12.1,7,0
Running,09/02/2019 08:09,FALSE,Warm up,2.1,141,00:11:42,144,157,2.5,155,167,05:34,04:47,7,3,1.15,0,0,--,--,0,0,0,11:42,00:00,0,00:00,No,05:12.2,3,0
Running,07/02/2019 13:05,FALSE,Guildford Running,3.06,212,00:36:11,74,97,1.4,120,250,11:49,06:44,17,17,0.7,0,0,--,--,0,0,0,36:11:00,00:00,0,00:00,No,09:11.3,4,0
Running,06/02/2019 13:08,FALSE,Guildford Running,3.13,168,00:33:38,72,88,1.3,119,240,10:46,05:55,8,8,0.79,0,0,--,--,0,0,0,33:38:00,00:00,0,00:00,No,00:01.7,7,0
Running,05/02/2019 18:04,FALSE,Guildford Running,4.53,208,01:12:12,72,105,1.1,117,146,15:56,09:24,1,1,0.54,0,0,--,--,0,0,0,01:12:12,00:00,0,00:00,No,00:03.4,9,0
Running,05/02/2019 13:11,FALSE,Guildford Running,3.76,244,00:38:55,76,106,1.4,124,249,10:20,05:41,17,17,0.78,0,0,--,--,0,0,0,38:55:00,00:00,0,00:00,No,09:37.0,4,0
Trail Running,03/02/2019 12:55,FALSE,Woking Running,5.64,372,00:30:14,146,167,3.5,157,170,05:22,04:14,22,20,1.19,0,0,--,--,0,0,0,30:14:00,00:00,0,00:00,No,05:06.7,6,0
Running,02/02/2019 09:07,FALSE,Guildford Park run,5,337,00:26:00,152,181,3.6,155,171,05:12,03:58,19,16,1.24,0,0,--,--,0,0,0,26:00:00,00:00,0,00:00,No,05:07.7,5,0
Running,02/02/2019 08:50,FALSE,Guildford Running,0.41,30,03:31.3,116,133,1.2,137,173,08:31,04:20,--,--,0.86,0,0,--,--,0,0,0,03:31.3,00:00,0,00:00,No,00:00.0,1,0
Running,28/01/2019 13:15,FALSE,Lunchtime walk,1.93,133,00:24:40,74,94,1.3,117,222,12:45,07:25,--,--,0.67,0,0,--,--,0,0,0,24:40:00,00:00,0,00:00,No,00:00.0,2,0
Running,26/01/2019 09:34,FALSE,Parkrun Helen,1.94,185,00:17:38,135,168,2.2,131,232,09:05,05:12,2,2,0.84,0,0,--,--,0,0,0,17:38,00:00,0,00:00,No,00:00.0,2,0
Running,26/01/2019 09:05,FALSE,Woking Parkrun,4.96,325,00:24:38,153,166,3.5,157,172,04:58,04:08,--,--,1.29,0,0,--,--,0,0,0,24:38:00,00:00,0,00:00,No,00:00.0,5,0
Running,26/01/2019 08:45,FALSE,Parkrun warm up,1.46,96,00:10:00,130,153,2,157,178,06:51,03:27,1,--,0.91,0,0,--,--,0,0,0,10:00,00:00,0,00:00,No,00:00.0,20,0
Running,24/01/2019 13:08,FALSE,Lunchtime walk,2.73,188,00:27:11,84,124,1.4,123,245,09:58,04:36,17,15,0.81,0,0,--,--,0,0,0,27:11:00,00:00,0,00:00,No,00:00.0,4,0
Running,22/01/2019 13:26,FALSE,Lunchtime walk,3.21,178,00:34:47,72,98,1.3,119,153,10:51,07:46,7,7,0.78,0,0,--,--,0,0,0,34:47:00,00:00,0,00:00,No,00:00.0,4,0
Running,21/01/2019 13:15,FALSE,Lunchtime walk,2.01,144,00:30:56,70,95,1.2,118,233,15:24,04:55,1,1,0.55,0,0,--,--,0,0,0,30:56:00,00:00,0,00:00,No,00:00.0,3,0
Running,20/01/2019 15:56,FALSE,Woking Running,0.38,35,03:06.7,135,146,1.4,156,164,08:11,04:37,--,--,1.24,0,0,--,--,0,0,0,03:06.7,00:00,0,00:00,No,00:00.0,1,0
Running,20/01/2019 15:45,FALSE,Woking Running,1.57,107,09:54.8,137,154,2.2,164,186,06:19,03:13,--,--,0.95,0,0,--,--,0,0,0,09:54.8,00:00,0,00:00,No,00:00.0,21,0
Running,20/01/2019 15:32,FALSE,Woking Running,1.45,105,00:10:35,133,153,2.2,162,182,07:20,03:24,--,--,0.87,0,0,--,--,0,0,0,10:35,00:00,0,00:00,No,00:00.0,22,0
Running,20/01/2019 15:12,FALSE,Woking Running,3.37,202,00:18:21,137,161,2.7,154,166,05:27,04:50,11,16,1.19,0,0,--,--,0,0,0,18:21,00:00,0,00:00,No,00:00.0,4,0
Running,17/01/2019 14:12,FALSE,Lunchtime walking,2.34,150,00:25:24,84,108,1.4,122,168,10:52,07:07,--,28,0.76,0,0,--,--,0,0,0,25:24:00,00:00,0,00:00,No,00:00.0,3,0
Running,17/01/2019 12:26,FALSE,Lunchtime walking,1.72,124,00:20:37,75,97,1.3,113,135,11:59,08:43,22,--,0.74,0,0,--,--,0,0,0,20:37,00:00,0,00:00,No,00:00.0,2,0
Running,13/01/2019 16:40,FALSE,Woking Running,0.61,38,03:14.6,144,152,1.6,157,162,05:20,04:53,--,--,1.2,0,0,--,--,0,0,0,03:14.6,00:00,0,00:00,No,00:00.0,1,0
Running,13/01/2019 16:29,FALSE,Woking Running,1.52,109,00:10:08,141,159,2.3,165,184,06:40,03:12,--,--,0.9,0,0,--,--,0,0,0,10:08,00:00,0,00:00,No,00:00.0,21,0
Running,13/01/2019 16:14,FALSE,Woking Running,1.53,99,00:10:27,131,151,2.1,159,178,06:51,03:21,--,--,0.91,0,0,--,--,0,0,0,10:27,00:00,0,00:00,No,00:00.0,22,0
Running,13/01/2019 16:02,FALSE,Woking Running,1.78,105,00:10:09,133,158,2.1,154,164,05:43,04:59,6,13,1.14,0,0,--,--,0,0,0,10:09,00:00,0,00:00,No,00:00.0,2,0
Running,12/01/2019 09:03,FALSE,Woking Park Run,4.88,302,00:24:14,158,174,3.7,156,202,04:58,03:47,--,--,1.27,0,0,--,--,0,0,0,24:14:00,00:00,0,00:00,No,00:00.0,4,0
Running,12/01/2019 08:51,FALSE,Woking Running,0.92,64,06:08.0,134,145,1.8,164,174,06:40,03:41,--,--,0.91,0,0,--,--,0,0,0,06:08.0,00:00,0,00:00,No,00:00.0,1,0
Running,06/01/2019 12:20,FALSE,Woking Running,5.64,272,00:29:45,130,167,2.5,157,172,05:17,03:42,18,22,1.21,0,0,--,--,0,0,0,29:45:00,00:00,0,00:00,No,00:00.0,4,0
Running,27/12/2018 15:26,FALSE,Woking Running,4.16,261,00:26:22,129,159,3.4,159,187,06:20,03:07,6,6,1.27,0,0,--,--,0,0,0,26:22:00,00:00,0,00:00,No,00:00.0,3,0
Running,26/12/2018 15:20,FALSE,Running,6.66,334,00:31:08,137,163,4.1,155,171,04:41,03:52,--,--,1.39,0,0,--,--,0,0,0,31:08:00,00:00,0,00:00,No,00:00.0,5,0
