Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,09/09/2020 18:25,FALSE,Woking Running,5.66,355,00:30:59,134,157,2.7,156,216,05:28,04:28,14,14,1.15,9.3,10.9,284,50.3% L / 49.7% R,0,0,0,30:59:00,00:00,0,00:00,No,03:27.9,6,0
Running,08/09/2020 07:38,FALSE,Woking Running,5.64,382,00:30:29,140,159,3.1,157,176,05:24,04:50,17,16,1.16,9.4,11,275,50.1% L / 49.9% R,0,0,0,30:29:00,00:00,0,00:00,No,03:21.6,6,0
Running,06/09/2020 08:35,FALSE,Woking Running,10.01,640,00:54:08,140,155,3.2,157,193,05:24,04:18,36,40,1.16,8.9,10.6,282,50.3% L / 49.7% R,0,0,0,54:08:00,00:00,0,00:00,No,00:01.6,11,0
Running,05/09/2020 08:05,FALSE,Woking Running,8.26,511,00:43:47,138,158,3.1,156,203,05:18,04:45,35,33,1.18,8.9,10.8,282,50.1% L / 49.9% R,0,0,0,43:47:00,00:00,0,00:00,No,01:12.6,9,0
Running,04/09/2020 18:27,FALSE,Woking Running,5.64,331,00:31:52,130,150,2.3,154,171,05:39,04:49,24,23,1.14,9.5,11,289,50.0% L / 50.0% R,0,0,0,31:52:00,00:00,0,00:00,No,03:31.4,6,0
Running,03/09/2020 18:25,FALSE,Woking Running,5.15,323,00:32:09,130,154,2.5,147,202,06:15,03:35,6,6,1.07,9.2,9.1,320,49.5% L / 50.5% R,0,0,0,32:09:00,00:00,0,00:00,No,00:05.3,43,0
Running,02/09/2020 18:23,FALSE,Woking Running,5.66,356,00:30:53,134,157,2.9,156,174,05:28,04:29,11,12,1.15,9.3,10.9,282,50.4% L / 49.6% R,0,0,0,30:53:00,00:00,0,00:00,No,03:24.2,6,0
Running,01/09/2020 07:28,FALSE,Woking Running,5.63,350,00:31:08,134,148,2.6,157,204,05:32,05:02,26,24,1.13,9.3,10.7,281,50.0% L / 50.0% R,0,0,0,31:08:00,00:00,0,00:00,No,03:29.5,6,0
Running,31/08/2020 09:33,FALSE,Woking Running,10.01,644,00:54:35,139,160,3.2,156,199,05:27,04:34,41,42,1.16,9.3,10.9,280,50.7% L / 49.3% R,0,0,0,54:35:00,00:00,0,00:00,No,00:01.5,11,0
Running,29/08/2020 09:22,FALSE,Woking Running,10.01,608,00:53:57,138,156,3,159,182,05:23,04:46,47,49,1.15,9,10.6,276,51.1% L / 48.9% R,0,0,0,53:57:00,00:00,0,00:00,No,00:02.4,11,0
Running,28/08/2020 07:29,FALSE,Woking Running,5.61,363,00:31:10,136,153,2.8,157,182,05:34,04:47,21,20,1.1,9.9,11,279,50.1% L / 49.9% R,0,0,0,31:10:00,00:00,0,00:00,No,03:24.5,6,0
Running,27/08/2020 07:26,FALSE,Woking Running,5.63,368,00:30:55,137,155,3,157,172,05:29,04:40,17,21,1.13,9.4,10.8,280,50.2% L / 49.8% R,0,0,0,30:55:00,00:00,0,00:00,No,03:23.7,6,0
Running,24/08/2020 18:31,FALSE,Woking Running,5.65,376,00:30:55,139,156,3,155,175,05:29,04:59,26,26,1.16,9.3,11,285,50.3% L / 49.7% R,0,0,0,30:55:00,00:00,0,00:00,No,03:26.6,6,0
Running,23/08/2020 08:37,FALSE,Torridge Running,8.08,512,00:46:37,135,157,2.6,156,198,05:46,04:54,113,111,1.1,9.5,10.7,284,50.2% L / 49.8% R,0,0,0,46:37:00,00:00,0,00:00,No,00:23.8,9,0
Running,18/08/2020 07:55,FALSE,Torridge Running,2.21,132,00:12:36,125,138,1.9,152,158,05:43,05:20,11,10,1.13,10.1,11.3,281,50.6% L / 49.4% R,0,0,0,12:36,00:00,0,00:00,No,01:04.2,3,0
Running,17/08/2020 08:11,FALSE,Torridge Running,6.9,423,00:38:25,134,154,2.6,155,175,05:34,04:36,82,86,1.14,9.9,11.3,277,50.3% L / 49.7% R,0,0,0,38:25:00,00:00,0,00:00,No,04:58.8,7,0
Running,16/08/2020 14:46,FALSE,Torridge Running,7.02,420,00:39:21,132,152,2.6,154,192,05:36,04:46,45,42,1.14,10,11.6,281,50.7% L / 49.3% R,0,0,0,39:21:00,00:00,0,00:00,No,00:08.3,8,0
Running,15/08/2020 19:01,FALSE,Torridge Running,5.14,278,00:30:57,119,156,2,151,184,06:01,04:54,59,61,1.09,10.6,11.6,294,49.8% L / 50.3% R,0,0,0,30:57:00,00:00,0,00:00,No,00:41.5,6,0
Running,14/08/2020 18:39,FALSE,Torridge Running,5.11,289,00:30:25,123,144,2,152,176,05:57,04:50,74,74,1.09,10.6,11.7,291,50.1% L / 49.9% R,0,0,0,30:25:00,00:00,0,00:00,No,00:39.3,6,0
Running,08/08/2020 08:25,FALSE,Woking Running,10.1,700,00:59:32,140,163,3.4,153,173,05:53,04:31,40,41,1.13,9.6,11.2,288,50.6% L / 49.4% R,0,0,0,59:32:00,00:00,0,00:00,No,05:11.0,11,0
Running,06/08/2020 07:32,FALSE,Woking Running,5.62,361,00:31:02,134,153,2.6,156,171,05:31,04:54,18,18,1.14,9.6,11.2,279,50.5% L / 49.5% R,0,0,0,31:02:00,00:00,0,00:00,No,03:23.5,6,0
Running,05/08/2020 07:30,FALSE,Woking Running,5.58,349,00:30:47,135,153,2.5,156,182,05:31,04:44,21,20,1.15,9.5,11.1,281,50.2% L / 49.8% R,0,0,0,30:47:00,00:00,0,00:00,No,03:15.6,6,0
Running,04/08/2020 07:24,FALSE,Woking Running,5.6,354,00:30:45,134,151,2.5,156,176,05:29,04:50,20,18,1.15,9.4,11,281,50.0% L / 50.0% R,0,0,0,30:45:00,00:00,0,00:00,No,03:17.5,6,0
Running,03/08/2020 18:20,FALSE,Woking Running,5.58,362,00:30:31,136,154,2.7,155,172,05:28,04:12,33,17,1.15,9.8,11.3,282,50.5% L / 49.5% R,0,0,0,30:31:00,00:00,0,00:00,No,03:07.3,6,0
Running,01/08/2020 09:14,FALSE,Woking Running,10.01,700,00:52:01,147,162,3.7,156,168,05:12,04:40,41,43,1.2,9.3,11.3,275,50.3% L / 49.7% R,0,0,0,52:01:00,00:00,0,00:00,No,00:01.6,11,0
Running,31/07/2020 07:21,FALSE,Woking Running,5.59,345,00:30:43,133,149,2.4,156,166,05:30,04:41,12,10,1.16,0,0,--,--,0,0,0,30:43:00,00:00,0,00:00,No,03:11.5,6,0
Running,30/07/2020 07:31,FALSE,Woking Running,5.62,329,00:31:05,129,141,2.1,156,243,05:32,05:10,25,22,1.16,0,0,--,--,0,0,0,31:05:00,00:00,0,00:00,No,03:23.3,6,0
Running,28/07/2020 17:54,FALSE,Woking Running,5.62,377,00:30:10,141,161,2.8,155,164,05:22,04:37,212,218,1.2,0,0,--,--,0,0,0,30:10:00,00:00,0,00:00,No,03:18.5,6,0
Running,27/07/2020 07:31,FALSE,Woking Running,5.6,280,00:29:09,125,139,1.8,157,170,05:12,04:24,348,353,1.22,0,0,--,--,0,0,0,29:09:00,00:00,0,00:00,No,03:02.0,6,0
Running,25/07/2020 08:36,FALSE,Woking Running,10.01,664,00:53:50,143,161,3.3,157,166,05:23,04:35,346,324,1.18,0,0,--,--,0,0,0,53:50:00,00:00,0,00:00,No,00:01.9,11,0
Running,24/07/2020 18:38,FALSE,Woking Running,5.63,352,00:30:48,135,168,2.6,155,171,05:28,04:41,211,209,1.18,0,0,--,--,0,0,0,30:48:00,00:00,0,00:00,No,03:18.0,6,0
Running,23/07/2020 07:26,FALSE,Woking Running,5.65,366,00:30:26,139,163,2.8,157,233,05:23,04:37,218,237,1.18,0,0,--,--,0,0,0,30:26:00,00:00,0,00:00,No,03:26.9,6,0
Running,22/07/2020 18:09,FALSE,Woking Running,5.61,288,00:30:25,126,138,2,155,169,05:25,04:04,22,21,1.19,0,0,--,--,0,0,0,30:25:00,00:00,0,00:00,No,03:12.0,6,0
Running,21/07/2020 07:31,FALSE,Woking Running,5.67,358,00:30:23,138,164,2.8,157,166,05:21,04:59,26,28,1.19,0,0,--,--,0,0,0,30:23:00,00:00,0,00:00,No,03:39.3,6,0
Running,19/07/2020 08:49,FALSE,Woking Running,10.01,648,00:53:44,142,157,3.2,157,165,05:22,04:44,50,50,1.19,0,0,--,--,0,0,0,53:44:00,00:00,0,00:00,No,00:01.9,11,0
Running,18/07/2020 08:32,FALSE,Woking Running,10,652,00:53:41,143,168,3.5,157,175,05:22,04:39,47,49,1.18,0,0,--,--,0,0,0,53:41:00,00:00,0,00:00,No,00:01.8,11,0
Running,17/07/2020 18:37,FALSE,Woking Running,3.41,176,00:18:58,122,133,1.6,156,231,05:34,04:42,16,16,1.15,0,0,--,--,0,0,0,18:58,00:00,0,00:00,No,02:10.3,4,0
Running,16/07/2020 18:24,FALSE,Woking Running,5.65,342,00:31:05,134,161,2.5,155,164,05:30,04:48,19,19,1.17,0,0,--,--,0,0,0,31:05:00,00:00,0,00:00,No,03:35.7,6,0
Running,13/07/2020 18:37,FALSE,Woking Running,5.67,362,00:30:08,142,160,3,156,169,05:19,03:56,9,13,1.21,0,0,--,--,0,0,0,30:08:00,00:00,0,00:00,No,03:26.9,6,0
Running,12/07/2020 08:32,FALSE,Woking Running,10.01,691,00:53:57,149,168,3.8,157,166,05:23,04:31,41,42,1.19,0,0,--,--,0,0,0,53:57:00,00:00,0,00:00,No,00:02.2,11,0
Running,11/07/2020 08:35,FALSE,Woking Running,10.01,540,00:54:06,129,165,3.1,156,169,05:24,03:29,40,41,1.18,0,0,--,--,0,0,0,54:06:00,00:00,0,00:00,No,00:01.8,11,0
Running,09/07/2020 18:24,FALSE,Woking Running,5.64,397,00:30:23,149,168,3.2,155,167,05:23,04:12,21,21,1.2,0,0,--,--,0,0,0,30:23:00,00:00,0,00:00,No,03:18.5,6,0
Running,07/07/2020 18:21,FALSE,Woking Running,5.66,358,00:30:40,138,166,3,155,170,05:25,04:12,15,15,1.19,0,0,--,--,0,0,0,30:40:00,00:00,0,00:00,No,03:27.2,6,0
Running,06/07/2020 18:17,FALSE,Woking Running,5.15,334,00:32:55,129,151,2.3,157,190,06:24,03:03,9,9,0.99,0,0,--,--,0,0,0,32:55:00,00:00,0,00:00,No,00:46.5,6,0
Running,05/07/2020 11:43,FALSE,Woking Running,8.24,545,00:43:41,145,162,3.5,156,168,05:18,04:15,33,34,1.21,0,0,--,--,0,0,0,43:41:00,00:00,0,00:00,No,01:05.1,9,0
Running,04/07/2020 09:34,FALSE,Woking Running,8.2,565,00:45:04,145,161,3.4,156,172,05:30,04:37,34,34,1.16,0,0,--,--,0,0,0,45:04:00,00:00,0,00:00,No,01:01.2,9,0
Running,03/07/2020 18:32,FALSE,Woking Running,5.63,387,00:30:32,145,162,3.2,155,212,05:25,04:22,19,18,1.19,0,0,--,--,0,0,0,30:32:00,00:00,0,00:00,No,03:25.4,6,0
Running,02/07/2020 18:07,FALSE,Woking Running,5.64,390,00:30:04,146,168,3.3,155,167,05:20,04:47,14,14,1.21,0,0,--,--,0,0,0,30:04:00,00:00,0,00:00,No,03:21.4,6,0
Running,30/06/2020 18:04,FALSE,Woking Running,5.64,358,00:29:48,139,162,3,157,169,05:17,04:38,22,22,1.21,0,0,--,--,0,0,0,29:48:00,00:00,0,00:00,No,03:22.4,6,0
Running,29/06/2020 21:38,FALSE,Woking Running,3.17,214,00:18:07,136,162,2.5,153,160,05:43,04:43,13,13,1.14,0,0,--,--,0,0,0,18:07,00:00,0,00:00,No,00:56.7,4,0
Running,21/06/2020 12:07,FALSE,Woking Running,10.01,647,00:54:39,141,160,3.1,156,171,05:28,04:43,42,44,1.17,0,0,--,--,0,0,0,54:39:00,00:00,0,00:00,No,00:01.9,11,0
Running,20/06/2020 08:40,FALSE,Woking Running,10.01,568,00:55:22,133,163,2.4,156,165,05:32,04:54,41,42,1.16,0,0,--,--,0,0,0,55:22:00,00:00,0,00:00,No,00:01.8,11,0
Running,18/06/2020 18:21,FALSE,Woking Running,5.66,343,00:29:58,136,166,2.8,156,182,05:18,04:27,14,14,1.21,0,0,--,--,0,0,0,29:58:00,00:00,0,00:00,No,03:33.2,6,0
Running,16/06/2020 18:21,FALSE,Woking Running,5.63,369,00:30:02,143,161,3,157,169,05:20,04:33,24,23,1.2,0,0,--,--,0,0,0,30:02:00,00:00,0,00:00,No,03:12.4,6,0
Running,15/06/2020 18:28,FALSE,Woking Running,5.11,270,00:32:56,122,145,1.7,157,233,06:27,03:06,12,18,1.02,0,0,--,--,0,0,0,32:56:00,00:00,0,00:00,No,00:02.0,43,0
Running,14/06/2020 08:39,FALSE,Woking Running,10.01,592,00:54:15,138,160,2.7,157,166,05:25,04:38,41,42,1.17,0,0,--,--,0,0,0,54:15:00,00:00,0,00:00,No,00:02.2,11,0
Running,13/06/2020 17:46,FALSE,Woking Running,5.77,403,00:43:25,122,143,2,148,164,07:31,05:40,33,34,0.9,0,0,--,--,0,0,0,43:25:00,00:00,0,00:00,No,06:05.4,6,0
Running,11/06/2020 17:34,FALSE,Woking Running,5.64,280,00:29:16,124,146,2,157,178,05:11,04:28,17,16,1.23,0,0,--,--,0,0,0,29:16:00,00:00,0,00:00,No,03:12.0,6,0
Running,10/06/2020 19:00,FALSE,Woking Running,3.45,221,00:19:55,131,152,2.1,153,169,05:47,05:06,11,11,1.13,0,0,--,--,0,0,0,19:55,00:00,0,00:00,No,02:33.8,4,0
Running,09/06/2020 07:38,FALSE,Woking Running,5.35,349,00:33:22,133,174,2.4,155,186,06:14,03:35,7,13,1.03,0,0,--,--,0,0,0,33:22:00,00:00,0,00:00,No,00:30.0,43,0
Running,08/06/2020 18:29,FALSE,Woking Running,5.66,328,00:30:10,132,157,2.3,156,174,05:19,04:12,36,35,1.2,0,0,--,--,0,0,0,30:10:00,00:00,0,00:00,No,03:17.5,6,0
Running,07/06/2020 08:34,FALSE,Woking Running,10.01,660,00:55:19,140,173,3.2,156,164,05:32,04:30,5,7,1.16,0,0,--,--,0,0,0,55:19:00,00:00,0,00:00,No,00:01.3,11,0
Running,06/06/2020 08:20,FALSE,Woking Running,10.01,734,00:53:38,151,165,3.7,157,166,05:21,04:33,35,41,1.19,0,0,--,--,0,0,0,53:38:00,00:00,0,00:00,No,00:02.6,11,0
Running,05/06/2020 07:31,FALSE,Woking Running,5.33,244,00:33:07,115,134,1.4,157,243,06:13,03:00,19,19,1.02,0,0,--,--,0,0,0,33:07:00,00:00,0,00:00,No,00:30.0,43,0
Running,04/06/2020 07:28,FALSE,Woking Running,5.66,342,00:30:43,134,156,2.2,157,176,05:26,04:47,31,30,1.17,0,0,--,--,0,0,0,30:43:00,00:00,0,00:00,No,03:23.2,6,0
Running,02/06/2020 07:34,FALSE,Woking Running,5.32,304,00:33:07,126,141,2,153,189,06:13,03:20,12,18,1.04,0,0,--,--,0,0,0,33:07:00,00:00,0,00:00,No,00:30.0,43,0
Running,01/06/2020 07:21,FALSE,Woking Running,5.4,318,00:33:16,128,150,2,155,243,06:10,03:22,12,18,1.04,0,0,--,--,0,0,0,33:16:00,00:00,0,00:00,No,00:30.0,43,0
Running,31/05/2020 08:16,FALSE,Woking Running,10.01,607,00:53:47,137,160,2.8,157,166,05:22,04:40,49,51,1.19,0,0,--,--,0,0,0,53:47:00,00:00,0,00:00,No,00:01.6,11,0
Running,30/05/2020 08:18,FALSE,Woking Running,10.01,679,00:53:42,144,162,3.3,156,171,05:22,04:47,48,49,1.19,0,0,--,--,0,0,0,53:42:00,00:00,0,00:00,No,00:02.8,11,0
Running,29/05/2020 07:32,FALSE,Woking Running,5.66,358,00:30:40,135,159,2.6,157,167,05:25,04:40,16,17,1.18,0,0,--,--,0,0,0,30:40:00,00:00,0,00:00,No,03:24.1,6,0
Running,28/05/2020 07:20,FALSE,Woking Running,5.26,285,00:33:14,123,157,1.8,156,218,06:19,03:30,11,17,1.01,0,0,--,--,0,0,0,33:14:00,00:00,0,00:00,No,00:30.0,43,0
Running,27/05/2020 18:22,FALSE,Woking Running,5.65,312,00:30:39,132,147,2.4,156,220,05:26,04:12,10,12,1.18,0,0,--,--,0,0,0,30:39:00,00:00,0,00:00,No,00:24.2,53,0
Running,25/05/2020 08:17,FALSE,Woking Running,7.34,465,00:46:36,133,160,2.3,157,233,06:21,01:57,82,85,1,0,0,--,--,0,0,0,46:36:00,00:00,0,00:00,No,00:16.7,59,0
Running,24/05/2020 08:34,FALSE,Woking Running,10.01,641,00:54:46,138,156,3,158,182,05:28,04:44,45,42,1.14,9.3,10.8,276,50.0% L / 50.0% R,0,0,0,54:46:00,00:00,0,00:00,No,00:02.4,11,0
Running,23/05/2020 09:22,FALSE,Woking Running,0,--,00:01.9,103,103,1,--,--,--,--,--,--,0,0,0,--,--,0,0,0,00:01.9,00:00,0,00:00,No,00:00.0,1,0
Running,23/05/2020 08:24,FALSE,Woking Running,9.87,630,00:54:51,137,158,2.9,157,256,05:33,04:38,47,48,1.13,9.5,11.1,276,50.2% L / 49.8% R,0,0,0,54:51:00,00:00,0,00:00,No,04:32.8,10,0
Running,22/05/2020 07:34,FALSE,Woking Running,5.49,362,00:31:00,135,152,2.5,157,173,05:39,04:59,19,18,1.12,9.8,11.2,277,50.2% L / 49.8% R,0,0,0,31:00:00,00:00,0,00:00,No,02:40.1,6,0
Running,21/05/2020 18:43,FALSE,Woking Running,4.4,290,00:24:32,134,155,2.5,156,186,05:34,04:36,17,16,1.14,9.7,11.3,278,50.3% L / 49.7% R,0,0,0,24:32:00,00:00,0,00:00,No,02:03.0,5,0
Running,20/05/2020 07:35,FALSE,Woking Running,5.65,362,00:31:11,134,150,2.5,157,189,05:31,04:54,20,18,1.14,9.3,10.8,279,50.1% L / 49.9% R,0,0,0,31:11:00,00:00,0,00:00,No,03:27.9,6,0
Running,19/05/2020 18:29,FALSE,Woking Running,4.16,257,00:26:43,127,152,2.1,144,256,06:25,03:24,2,8,1.07,9.4,8.7,345,50.3% L / 49.7% R,0,0,0,26:43:00,00:00,0,00:00,No,00:30.0,42,0
Running,18/05/2020 18:23,FALSE,Woking Running,4.91,332,00:27:33,134,157,2.7,155,166,05:37,04:50,18,17,1.13,9.6,11,282,50.1% L / 49.9% R,0,0,0,27:33:00,00:00,0,00:00,No,05:02.0,5,0
Running,16/05/2020 08:38,FALSE,Woking Running,10.01,624,00:54:42,137,152,2.6,157,171,05:28,04:48,42,42,1.14,9.4,10.9,278,50.0% L / 50.0% R,0,0,0,54:42:00,00:00,0,00:00,No,00:02.5,11,0
Running,15/05/2020 18:17,FALSE,Woking Running,5.68,353,00:32:30,129,152,2.3,154,172,05:43,05:01,18,17,1.13,9.6,11,288,50.4% L / 49.6% R,0,0,0,32:30:00,00:00,0,00:00,No,03:44.2,6,0
Running,14/05/2020 18:30,FALSE,Woking Running,4.44,286,00:24:36,133,151,2.4,156,167,05:32,04:47,16,17,1.15,9.4,11.1,282,50.3% L / 49.7% R,0,0,0,24:36:00,00:00,0,00:00,No,02:17.9,5,0
Running,13/05/2020 18:17,FALSE,Woking Running,5.25,304,00:33:25,125,145,1.9,147,256,06:22,03:27,5,11,1.09,9.1,9.2,331,50.2% L / 49.8% R,0,0,0,33:25:00,00:00,0,00:00,No,00:30.0,43,0
Running,12/05/2020 18:18,FALSE,Woking Running,5.68,358,00:31:25,133,151,2.4,155,168,05:32,04:50,10,12,1.14,9.5,11.1,283,50.2% L / 49.8% R,0,0,0,31:25:00,00:00,0,00:00,No,03:37.5,6,0
Running,11/05/2020 18:28,FALSE,Woking Running,5.33,337,00:33:06,131,149,2.2,148,256,06:12,03:26,8,14,1.1,8.9,9.1,326,50.6% L / 49.4% R,0,0,0,33:06:00,00:00,0,00:00,No,00:30.0,43,0
Running,10/05/2020 08:34,FALSE,Woking Running,10.01,673,00:53:54,143,161,3.1,158,179,05:23,04:49,39,39,1.15,9.2,10.9,277,50.3% L / 49.7% R,0,0,0,53:54:00,00:00,0,00:00,No,00:01.9,11,0
Running,09/05/2020 08:20,FALSE,Woking Running,7.47,494,00:45:49,135,155,2.4,148,203,06:08,03:28,8,14,1.09,9.1,9.3,319,49.7% L / 50.3% R,0,0,0,45:49:00,00:00,0,00:00,No,00:30.0,53,0
Running,08/05/2020 08:33,FALSE,Woking Running,10.01,672,00:53:34,140,164,3.2,157,174,05:21,04:26,41,45,1.17,9.3,11.1,275,50.2% L / 49.8% R,0,0,0,53:34:00,00:00,0,00:00,No,00:02.2,11,0
Running,07/05/2020 07:38,FALSE,Woking Running,5.67,367,00:30:19,137,151,2.6,158,171,05:21,04:35,20,18,1.17,9.1,10.9,276,50.0% L / 50.0% R,0,0,0,30:19:00,00:00,0,00:00,No,03:33.0,6,0
Running,06/05/2020 10:43,FALSE,Woking Running,5.62,335,00:30:39,133,152,2.4,157,191,05:27,04:47,22,21,1.14,9.5,11,280,50.3% L / 49.7% R,0,0,0,30:39:00,00:00,0,00:00,No,00:04.8,54,0
Running,05/05/2020 18:20,FALSE,Woking Running,6.33,408,00:39:25,130,151,2.3,148,256,06:14,03:28,11,11,1.07,9.1,9.4,326,50.3% L / 49.7% R,0,0,0,39:25:00,00:00,0,00:00,No,00:30.0,44,0
Running,04/05/2020 18:30,FALSE,Woking Running,5.65,374,00:31:32,134,151,2.5,154,170,05:35,04:59,28,27,1.15,9.5,11.1,286,50.7% L / 49.3% R,0,0,0,31:32:00,00:00,0,00:00,No,03:37.2,6,0
Running,03/05/2020 08:52,FALSE,Woking Running,10.01,644,00:54:23,137,154,2.8,157,167,05:26,04:29,48,48,1.16,9.4,11.1,276,50.3% L / 49.7% R,0,0,0,54:23:00,00:00,0,00:00,No,00:01.4,11,0
Running,02/05/2020 08:36,FALSE,Woking Running,10.01,641,00:54:05,138,160,2.9,157,196,05:24,04:15,48,49,1.17,9,10.8,277,50.2% L / 49.8% R,0,0,0,54:05:00,00:00,0,00:00,No,00:01.4,11,0
Running,01/05/2020 07:54,FALSE,Woking Running,5.69,352,00:31:27,132,149,2.3,157,177,05:31,04:55,24,23,1.14,9.1,10.7,280,50.2% L / 49.8% R,0,0,0,31:27:00,00:00,0,00:00,No,03:42.3,6,0
Running,30/04/2020 07:26,FALSE,Woking Running,5.04,287,00:31:32,125,142,2,150,197,06:15,03:35,7,7,1.05,8.8,8.5,330,50.5% L / 49.5% R,0,0,0,31:32:00,00:00,0,00:00,No,00:30.0,50,0
Running,29/04/2020 07:14,FALSE,Woking Running,4.01,261,00:26:41,127,145,2,148,256,06:39,03:36,2,8,1.01,9.4,8.4,330,50.5% L / 49.5% R,0,0,0,26:41:00,00:00,0,00:00,No,00:30.0,42,0
Running,28/04/2020 13:44,FALSE,Woking Running,5.65,322,00:31:51,130,146,2.2,155,187,05:38,04:41,17,15,1.13,9.6,11,283,50.1% L / 49.9% R,0,0,0,31:51:00,00:00,0,00:00,No,00:30.0,54,0
Running,27/04/2020 19:48,FALSE,Woking Running,5.37,336,00:33:34,128,149,2.1,145,256,06:15,03:26,8,14,1.1,9,9.3,328,50.8% L / 49.2% R,0,0,0,33:34:00,00:00,0,00:00,No,00:30.0,43,0
Running,26/04/2020 08:49,FALSE,Woking Running,10,652,00:54:33,140,153,2.9,156,193,05:27,04:45,45,47,1.15,9.3,10.9,279,50.3% L / 49.7% R,0,0,0,54:33:00,00:00,0,00:00,No,00:01.3,11,0
Running,25/04/2020 08:43,FALSE,Woking Running,10.01,659,00:54:59,139,156,3,156,182,05:29,04:54,35,38,1.15,9.4,10.9,280,50.2% L / 49.8% R,0,0,0,54:59:00,00:00,0,00:00,No,00:02.5,11,0
Running,24/04/2020 18:03,FALSE,Woking Running,5.55,369,00:30:24,137,157,2.7,154,184,05:29,04:39,22,23,1.15,9.9,11.5,279,50.3% L / 49.8% R,0,0,0,30:24:00,00:00,0,00:00,No,02:55.2,6,0
Running,23/04/2020 08:01,FALSE,Woking Running,6.81,424,00:42:34,130,152,2.1,148,256,06:15,03:31,14,19,1.06,9.3,9.5,320,50.0% L / 50.0% R,0,0,0,42:34:00,00:00,0,00:00,No,00:30.0,45,0
Running,22/04/2020 18:08,FALSE,Woking Running,5.2,334,00:33:22,129,152,2.1,147,247,06:25,03:28,7,14,1.06,9.2,9.1,333,50.2% L / 49.8% R,0,0,0,33:22:00,00:00,0,00:00,No,00:30.0,43,0
Running,21/04/2020 18:27,FALSE,Woking Running,5.65,357,00:30:59,136,157,2.6,154,192,05:29,04:29,23,23,1.16,9.4,11,286,50.7% L / 49.3% R,0,0,0,30:59:00,00:00,0,00:00,No,00:12.9,54,0
Running,20/04/2020 18:13,FALSE,Woking Running,4.07,269,00:26:47,130,150,2,144,192,06:35,03:31,9,9,1.05,8.9,8.8,336,50.1% L / 49.9% R,0,0,0,26:47:00,00:00,0,00:00,No,00:30.0,42,0
Running,20/04/2020 12:47,FALSE,Woking Running,3.5,204,00:20:52,123,139,1.6,155,175,05:58,04:52,6,11,1.08,9.8,10.7,289,50.0% L / 50.0% R,0,0,0,20:52,00:00,0,00:00,No,02:53.8,4,0
Running,19/04/2020 09:21,FALSE,Woking Running,8.18,564,00:51:56,136,157,2.5,146,202,06:21,03:09,19,19,1.07,9.5,9.4,330,50.1% L / 49.9% R,0,0,0,51:56:00,00:00,0,00:00,No,00:30.0,65,0
Running,18/04/2020 12:32,FALSE,Woking Running,5.69,380,00:29:45,145,158,3.2,155,169,05:14,04:04,14,17,1.22,9,11.2,278,50.0% L / 50.0% R,0,0,0,29:45:00,00:00,0,00:00,No,00:13.5,52,0
Running,16/04/2020 17:43,FALSE,Woking Running,5.7,342,00:30:30,136,159,2.7,155,171,05:21,04:12,20,18,1.19,9.4,11.5,278,50.3% L / 49.7% R,0,0,0,30:30:00,00:00,0,00:00,No,00:21.8,53,0
Running,15/04/2020 18:27,FALSE,Woking Running,5.21,329,00:29:09,133,153,2.4,155,185,05:36,04:27,17,17,1.15,9.6,11.2,282,50.0% L / 50.0% R,0,0,0,29:09:00,00:00,0,00:00,No,01:01.9,6,0
Running,14/04/2020 18:21,FALSE,Woking Running,5.19,312,00:33:18,126,151,2.1,147,256,06:25,03:09,9,8,1.06,9.3,9.3,330,50.0% L / 50.0% R,0,0,0,33:18:00,00:00,0,00:00,No,00:30.0,43,0
Running,13/04/2020 12:55,FALSE,Woking Running,5.66,338,00:31:13,137,154,2.8,154,195,05:31,04:59,22,20,1.16,9.3,11.1,282,50.3% L / 49.7% R,0,0,0,31:13:00,00:00,0,00:00,No,00:30.0,54,0
Running,12/04/2020 10:54,FALSE,Woking Running,8.18,574,00:52:18,139,161,3,145,256,06:24,03:23,22,23,1.05,9.4,9.3,326,50.3% L / 49.7% R,0,0,0,52:18:00,00:00,0,00:00,No,00:30.0,65,0
Running,11/04/2020 08:50,FALSE,Woking Running,7.81,540,00:42:50,142,164,3.3,155,172,05:29,04:47,24,23,1.17,9.2,11,282,50.1% L / 49.9% R,0,0,0,42:50:00,00:00,0,00:00,No,04:13.8,8,0
Running,10/04/2020 08:59,FALSE,Woking Running,7.48,496,00:46:28,136,162,2.8,146,208,06:13,03:14,13,15,1.09,9.2,9.6,324,50.1% L / 49.9% R,0,0,0,46:28:00,00:00,0,00:00,No,00:30.0,53,0
Running,09/04/2020 17:40,FALSE,Woking Running,5.69,334,00:30:08,137,162,2.9,156,173,05:18,04:18,16,16,1.19,9.3,11.3,277,50.4% L / 49.6% R,0,0,0,30:08:00,00:00,0,00:00,No,00:03.3,53,0
